game_title, genre, platforms, release_date, developers,metascore_rating
FIFA World Cup: Germany 2006,Sports|Traditional|Soccer|Sim|Team,PC|Xbox 360,Apr 24 2006,EA Canada,77
FIFA Soccer 09,Sports|Traditional|Soccer|Sim|Team,PC|PlayStation 2|PlayStation 3|Xbox 360,Oct 14 2008,EA Canada,77
FIFA Soccer 2005,Sports|Traditional|Soccer|Sim|Team,PC|Mobile|PlayStation 2,Oct 12 2004,EA Canada,77
FIFA Soccer 08,Sports|Traditional|Soccer|Sim|Team,PC|PlayStation 3|Xbox 360,Oct  9 2007,EA Canada,77
When Ski Lifts Go Wrong,Individual|Sports|Ski / Snowboard,PC|Switch,Jan 23 2019,Huge Calf Studios,77
NHL 06,Sports|Traditional|Ice Hockey|Sim|Team,PC|PlayStation 2,Sep  6 2005,EA Canada,77
NHL Eastside Hockey Manager,Sports|Traditional|Ice Hockey|Sim|Management|Team,PC,Oct 19 2004,Sports Interactive,77
FIFA Soccer 2004,Sports|Traditional|Soccer|Sim|Team,PC|PlayStation 2,Nov  4 2003,EA Canada,77
Pro Evolution Soccer 2012,Sim|Sports|Traditional|Soccer,PC|3DS|PlayStation 2|PlayStation 3|Xbox 360,Sep 27 2011,Konami,77
PureSim Baseball,Sports|Traditional|Baseball|Sim|Management|Team,PC,Jul  5 2002,PureSim,77
High Heat Major League Baseball 2002,Sports|Traditional|Baseball|Sim|Team,PC|PlayStation 2,Mar 14 2001,3DO,76
UEFA Euro 2004: Portugal,Sports|Traditional|Soccer|Sim|Team,PC,May  4 2004,EA Canada,76
Blood Bowl 2,Sports|General|Arcade|Team|Football,PC|PlayStation 4|Xbox One,Sep 22 2015,Cyanide,76
Baseball Mogul 2002,Sports|Traditional|Baseball|Sim|Management|Team,PC,Mar 31 2001,Sports Mogul,76
Pro Evolution Soccer 2016,Sim|Sports|Soccer|Team,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Sep 16 2015,Konami,76
FIFA Manager 11,Sports|Traditional|Soccer|Management|Team,PC,Nov  3 2010,Electronic Arts,75
FIFA Manager 10,Sports|Traditional|Soccer|Management|Team,PC,Oct 30 2009,Bright Future GmbH,75
NHL 2003,Sports|Traditional|Ice Hockey|Sim|Team,PC|PlayStation 2,Sep 30 2002,EA Sports,75
Madden NFL 08,Sports|Traditional|Sim|Team|Football,PC|PlayStation 2|PlayStation 3|Xbox 360,Aug 14 2007,EA Tiburon,75
Major League Baseball 2K11,Sports|Traditional|Baseball|Sim|Team,PC|PlayStation 2|PlayStation 3|Xbox 360,Mar  8 2011,Visual Concepts,74
Baseball Mogul 2008,Sports|Traditional|Baseball|Sim|Management|Team,PC,Mar 20 2007,Sports Mogul,74
MLB Dugout Heroes,Sim|Sports|Traditional|Baseball,PC,Apr 28 2009,Wisecat,74
Mutant Football League,Sports|Football|Team|Arcade,PC|PlayStation 4|Xbox One,Oct 31 2017,Digital Dreams Entertainment LLC,74
Pro Evolution Soccer 2014,Sports|Traditional|Soccer|Sim|Team,PC|PlayStation 3|Xbox 360,Nov 12 2013,Konami,74
Baseball Mogul 2006,Sports|Traditional|Baseball|Sim|Management|Team,PC,Mar 15 2005,Sports Mogul,74
WWE 2K16,Individual|Sports|Combat|Wrestling,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Mar 10 2016,Yuke's,74
Tiger Woods PGA Tour 07,Individual|Sports|Traditional|Sim|Golf,PC|PlayStation 2|PlayStation 3|Xbox 360,Oct 10 2006,EA Redwood Shores,73
Dave Mirra Freestyle BMX,Individual|Sports|Biking|Alternative,PC,Dec 14 2000,Z-Axis| Ltd.,73
Punch Club,Individual|Sports|Career|Simulation|Boxing / Martial Arts|Combat|Virtual,PC|3DS|iPhone/iPad|PlayStation 4|Switch|Xbox One,Jan  8 2016,Lazy Bear Games,73
Out of the Park Baseball Manager 2006,Sports|Traditional|Baseball|Sim|Management|Team,PC,May 31 2006,Sports Interactive,73
Blood Bowl: Legendary Edition,Individual|Sports|Alternative|Other|Arcade|Team|Football,PC,Oct 28 2010,Cyanide,73
Mat Hoffman's Pro BMX,Individual|Sports|Biking|Alternative,PC,Oct 23 2001,Gray Matter,73
Baseball Mogul 2003,Sports|Traditional|Baseball|Sim|Management|Team,PC,Apr 30 2002,Sports Mogul,73
Pato Box,Individual|Sports|Combat|Boxing / Martial Arts,PC|PlayStation 4|PlayStation Vita|Switch,Mar 15 2018,Bromio,73
Steep,Individual|Sports|Ski / Snowboard,PC|PlayStation 4|Xbox One,Nov 18 2016,Ubisoft Annecy,72
The Golf Club 2019 featuring PGA Tour,Individual|Sports|Sim|Golf,PC|PlayStation 4|Xbox One,Aug 28 2018,HB Studios Multimedia,72
NHL 07,Sports|Traditional|Ice Hockey|Sim|Team,PC|PlayStation 2|Xbox 360,Sep 12 2006,EA Sports,72
Microsoft Golf 2001 Edition,Individual|Sports|Traditional|Sim|Golf,PC,Aug 24 2000,Microsoft Game Studios,72
Blood Bowl,Individual|Sports|Alternative|Other|Arcade|Team|Football,PC|iPhone/iPad|Xbox 360,Jun 25 2009,Cyanide,72
Football  Tactics & Glory,Sports|Management|Soccer|Team,PC,Jun  1 2018,CREOTEAM,72
FIFA Manager 12,Sports|Traditional|Soccer|Management|Team,PC,Oct 18 2011,Bright Future GmbH,72
FIFA Soccer 10,Sports|Traditional|Soccer|Sim|Team,PC|iPhone/iPad|PlayStation 2|PlayStation 3|Xbox 360,Oct 26 2009,EA Sports,72
Maximum Pool,Individual|Sports|Miscellaneous|Billiards|Parlor,PC,Sep  6 2000,Dynamix,71
NBA Live 06,Sports|Traditional|Basketball|Sim|Team,PC|Xbox 360,Sep 26 2005,EA Canada,71
Tiger Woods PGA Tour Online,Individual|Sports|Traditional|Sim|Golf,PC,Apr  6 2010,EA Sports,71
Hunting Unlimited 2,Sports|Hunting|Nature,PC,Sep 28 2003,N/A,71
Baseball Mogul 2004,Sports|Traditional|Baseball|Sim|Management|Team,PC,Mar  6 2003,Hip Games,71
Brian Lara International Cricket 2007,Sports|Team|Alternative|Cricket,PC,Mar 23 2007,Codemasters,71
Madden NFL 2002,Sports|Traditional|Sim|Team|Football,PC|PlayStation 2,Aug 20 2001,EA Sports,71
Pro Cycling Manager 2017,Individual|Sports|Biking,PC,Jun 15 2017,Cyanide,71
High Heat Major League Baseball 2004,Sports|Traditional|Baseball|Sim|Team,PC|PlayStation 2,Mar  4 2003,3DO,70
The Golf Club,Individual|Traditional|Sports|Sim|Golf,PC|PlayStation 4|Xbox One,Aug 19 2014,HB Studios Multimedia,70
Ultimate Fishing Simulator,Individual|Sports|Fishing|Nature,PC,Aug 30 2018,Bit Golem,70
Top Spin 2,Individual|Sports|Traditional|Tennis,PC|Xbox 360,Mar 16 2007,Aspyr| 2K Sports,70
WWE 2K15,Individual|Sports|Combat|Wrestling,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Apr 28 2015,Yuke's| QLOC,70
Pro Cycling Manager 2018,Individual|Sports|Biking,PC|PlayStation 4|Xbox One,Jun 28 2018,Cyanide| Cyanide Studios,69
Pro Cycling Manager Season 2009: Le Tour de France,Individual|Sports|Biking|Alternative,PC,Jul 10 2009,Cyanide,69
Harry Potter: Quidditch World Cup,Individual|Sports|Alternative|Other|Team,PC|PlayStation 2,Oct 28 2003,Electronic Arts,69
Tony Hawk's American Wasteland,Individual|Sports|Skate / Skateboard|Skateboarding|Alternative,PC|PlayStation 2|Xbox 360,Feb  1 2006,Neversoft Entertainment,69
Pro Evolution Soccer 2017,Sim|Sports|Soccer|Team,PC|iPhone/iPad|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Sep 13 2016,Konami,69
FreeStyle Street Basketball,Sports|Traditional|Basketball|Arcade|Team,PC,May 15 2007,JC Entertainment,69
Basketball Pro Management 2015,Sports|Traditional|Basketball|Sim|Management|Team,PC,Nov 19 2014,Umix Studios,69
FIFA Manager 09,Sports|Traditional|Soccer|Management|Team,PC,Dec 19 2008,Bright Future GmbH,69
Super Inefficient Golf,Individual|Sports|Golf|Arcade,PC|Switch,Mar 15 2018,34BigThings,69
FIFA Manager 13,Sports|Traditional|Soccer|Management|Team,PC,Oct 25 2012,EA Sports,68
Pure Pool,Individual|Sports|Miscellaneous|Billiards|Parlor|Other|Alternative,PC|PlayStation 4|Xbox One,Jul 31 2014,VooFoo Studios,68
Cabela's Dangerous Hunts,Individual|Sports|Hunting|Nature,PC|PlayStation 2,Feb  5 2004,FUN Labs,68
Pro Cycling Manager Season 2012: Le Tour de France,Individual|Sports|Biking|Alternative,PC,Jun 22 2012,Cyanide,68
Virtua Tennis 2009,Individual|Sports|Traditional|Tennis,PC|PlayStation 3|Xbox 360,Jun  9 2009,Sumo Digital,68
High Heat Major League Baseball 2003,Sports|Traditional|Baseball|Sim|Team,PC|PlayStation 2,Mar 11 2002,3DO,67
Pro Cycling Manager Season 2014: Le Tour de France,Individual|Sports|Biking|Alternative,PC,Jun 19 2014,Cyanide,67
Virtua Tennis,Individual|Sports|Traditional|Tennis,PC,Sep 25 2002,Strangelite,67
NBA Live 08,Sports|Traditional|Basketball|Sim|Team,PC|PlayStation 2|PlayStation 3|Xbox 360,Oct 30 2007,EA Canada,67
NBA Playgrounds,Basketball|Sports|Team|Arcade,PC|PlayStation 4|Switch|Xbox One,May  9 2017,Saber Interactive,67
Pro Cycling Manager Season 2015,Individual|Sports|Biking,PC,Jun 18 2015,Cyanide,66
Virtua Tennis 4,Individual|Sports|Traditional|Tennis,PC|PlayStation 3|Xbox 360,Jun 24 2011,Sega,66
Ashes Cricket 2009,Sports|Team|Alternative|Cricket,PC,Aug 19 2009,Transmission Games,66
NHL 2005,Sports|Traditional|Ice Hockey|Sim|Team,PC|PlayStation 2,Sep 14 2004,EA Sports,66
US Open 2002,Individual|Sports|Traditional|Tennis,PC,Aug 14 2002,Wanadoo,65
Baseball Mogul 2009,Sports|Traditional|Baseball|Sim|Management|Team,PC,Oct 21 2008,Sports Mogul,65
Tiger Woods PGA Tour 2001,Individual|Sports|Traditional|Sim|Golf,PC|PlayStation 2,Nov  6 2000,Headgate,65
London 2012 - The Official Video Game of the Olympic Games,Individual|Sports|Athletics|Olympic Sports,PC|PlayStation 3|Xbox 360,Jun 26 2012,Sega Studios Australia,65
Pro Cycling Manager Season 2013: Le Tour de France - 100th Edition,Individual|Sports|Biking|Alternative,PC,Jun 20 2013,Cyanide,65
NHL 08,Sports|Traditional|Ice Hockey|Sim|Team,PC|PlayStation 2|PlayStation 3|Xbox 360,Sep 11 2007,EA Canada,65
Tennis Masters Series,Individual|Sports|Traditional|Tennis,PC,Nov 18 2001,Microids,65
theHunter: Call of the Wild,Individual|Sports|Hunting|Nature,PC|PlayStation 4|Xbox One,Feb 16 2017,Expansive Worlds,64
Franchise Hockey Manager 3,Sim|Sports|Ice Hockey|Team,PC,Oct 31 2016,Out Of The Park Developments,64
WWE 2K18,Individual|Sports|Combat|Wrestling,PC|PlayStation 4|Switch|Xbox One,Oct 17 2017,Yuke's,64
NFL Head Coach,Sports|Traditional|Sim|Team|Management|Football,PC,Jun 19 2006,EA Tiburon,64
UEFA Euro 2012,Sports|Traditional|Soccer|Sim|Team,PC|PlayStation 3|Xbox 360,Apr 24 2012,EA Canada,64
FX Futbol 2.0,Sports|Management|Traditional|Soccer,PC,Nov 28 2013,Crocodile Entertainment,64
Vertiginous Golf,Individual|Sports|Traditional|Arcade|Golf,PC,Mar  7 2014,Kinelco & Lone Elk Creative,63
Speedball 2 - Tournament,Sports|Futuristic|Team|Alternative,PC,Nov 27 2007,Kylotonn,62
NHL 09,Sports|Traditional|Ice Hockey|Sim|Team,PC|PlayStation 2|PlayStation 3|Xbox 360,Oct 20 2008,EA Canada,62
Surf's Up,Individual|Sports|Surf / Wakeboard|Alternative|Surfing,PC|PlayStation 2|PlayStation 3|Xbox 360,Jun  1 2007,Ubisoft,62
Tiger Woods PGA Tour 08,Individual|Sports|Traditional|Sim|Golf,PC|PlayStation 2|PlayStation 3|Xbox 360,Aug 28 2007,EA Salt Lake,61
NBA Live 07,Sports|Traditional|Basketball|Sim|Team,PC|PlayStation 2|Xbox 360,Sep 25 2006,EA Sports,61
Power Spike Pro Beach Volleyball,Volleyball|Sports|Traditional|Team,PC,May 19 2001,Carapace,60
Shaun White Snowboarding,Individual|Sports|Ski / Snowboard|Snowboarding|Alternative,PC|PlayStation 2|PlayStation 3|Xbox 360,Dec  3 2008,Ubisoft,60
Shot Online,Individual|Sports|Traditional|Sim|Golf,PC,Jun 28 2005,OnNet,59
Behold the Kickmen,Sports|Soccer|Team|Arcade,PC,Jul 20 2017,Size Five Games,58
Triple Play Baseball,Sports|Traditional|Baseball|Sim|Team,PC|PlayStation 2,Mar  4 2001,Treyarch,58
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,Individual|Sports|Athletics|Olympic Sports,PC|PlayStation 3|Xbox 360,Jan 15 2010,Eurocom Entertainment Software| Eurocom,57
Professional Bull Rider 2,Other|Sports|Alternative,PC,Sep 30 2000,Sierra Entertainment,57
Manchester United Soccer 2005,Sim|Sports|Traditional|Soccer,PC,Oct 28 2004,Codemasters,56
ProStroke Golf - World Tour 2007,Individual|Sports|Traditional|Sim|Golf,PC,Aug 29 2006,Gusto Games,56
Rugby 2004,Sports|Rugby|Team|Alternative,PC|PlayStation 2,Nov  4 2003,HB Studios Multimedia,55
WWE Raw,Individual|Sports|Fighting|Wrestling|Action|Combat,PC,Oct 14 2002,Anchor,54
Dangerous Golf,Individual|Sports|Golf|Arcade,PC|PlayStation 4|Xbox One,Jun  2 2016,Three Fields Entertainment,54
Speedball 2 HD,Sports|Futuristic|General|Team,PC,Dec  5 2013,Vivid Games,53
Beijing 2008: The Official Video Game of the Olympic Games,Individual|Sports|Athletics|Olympic Sports,PC|PlayStation 3|Xbox 360,Aug  4 2008,Eurocom Entertainment Software| Eurocom,52
Lords of Football,Sports|Traditional|Soccer|Sim|Team|Football,PC,Apr  5 2013,Geniaware,52
Fast Lanes Bowling,Sports|Bowling|Alternative,PC,Jan  7 2004,Lab Rats Games,51
Sydney 2000,Individual|Sports|Athletics|Olympic Sports,PC,Aug 25 2000,Attention To Detail,51
Pro Cycling Manager Season 2007: Le Tour de France,Individual|Sports|Biking|Alternative,PC,Jun 20 2007,Cyanide,50
Bush Hockey League,Sports|Ice Hockey|Team|Arcade,PC|PlayStation 4|Xbox One,Mar 28 2017,V7 Entertainment Inc.,48
Pro Cycling Manager Season 2008: Le Tour de France,Individual|Sports|Biking|Alternative,PC,Jun 27 2008,Cyanide,48
Championship Surfer,Individual|Sports|Surf / Wakeboard|Alternative|Surfing,PC,Nov 19 2000,Krome Studios,47
MLB Front Office Manager,Sports|Traditional|Baseball|Sim|Management|Team,PC|PlayStation 3|Xbox 360,Jan 26 2009,Blue Castle Games,45
Football Mogul 2007,Sports|Traditional|Sim|Team|Management|Football,PC,Dec 15 2006,Sports Mogul,45
Splat Renegade Paintball,Individual|Sports|Other|Alternative,PC,Oct 11 2005,Cat Daddy Games,45
Real Pool 2,Individual|Sports|Miscellaneous|Billiards|Parlor,PC,Feb 24 2002,Groove Alliance,44
Salt Lake 2002,Individual|Sports|Athletics|Olympic Sports,PC|PlayStation 2,Jan 23 2002,Attention To Detail,44
Tiger Woods PGA Tour 12: The Masters,Individual|Sports|Traditional|Sim|Golf,PC|PlayStation 3|Xbox 360,Sep  6 2011,Electronic Arts,43
Athens 2004,Individual|Sports|Athletics|Olympic Sports,PC|PlayStation 2,Oct  5 2004,Eurocom Entertainment Software| Eurocom,41
Torino 2006 - The Official Video Game of the XX Olympic Winter Games,Individual|Sports|Athletics|Olympic Sports,PC,Jan 24 2006,49Games,37
NRA Varmint Hunter,Individual|Sports|Hunting|Nature,PC,Nov  8 2004,Speedco Shooting Sports| Inc.,16
Command & Conquer,Command|Real-Time|General|Strategy|Sci-Fi,PC,Aug 31 1995,Westwood Studios,94
Sid Meier's Civilization II,4X|Turn-Based|General|Strategy|Historic,PC,Feb 29 1996,MPS Labs,94
Sid Meier's Civilization IV,Historic|Turn-Based|Strategy|4X,PC,Oct 25 2005,Firaxis Games,94
Company of Heroes,Historic|Real-Time|Strategy|General,PC,Sep 13 2006,Relic,93
Starcraft II: Wings of Liberty,Command|Sci-Fi|Real-Time|Strategy,PC,Jul 27 2010,Blizzard Entertainment,93
Homeworld,Command|Real-Time|General|Strategy|Sci-Fi,PC,Aug 31 1999,Relic,93
Warcraft III: Reign of Chaos,Fantasy|Real-Time|Strategy|General,PC,Jul  3 2002,Blizzard Entertainment,92
Sid Meier's Gettysburg!,Wargame|Real-Time|Strategy|General,PC,Sep 30 1997,Firaxis Games,92
Rome: Total War,Historic|Real-Time|Strategy|General,PC|iPhone/iPad,Sep 22 2004,Creative Assembly,92
Age of Empires II: The Age of Kings,Historic|Command|Real-Time|Strategy,PC,Sep 30 1999,Ensemble Studios,92
Sid Meier's Alpha Centauri,4X|Sci-Fi|Turn-Based|Strategy,PC,Feb 12 1999,Firaxis Games,92
Galactic Civilizations II: Twilight of the Arnor,4X|Sci-Fi|Turn-Based|Strategy,PC,Apr 30 2008,Stardock,92
Myth: The Fallen Lords,Fantasy|Real-Time|Strategy|General,PC,Oct 31 1997,Bungie Software| Bungie,91
Galactic Civilizations II: Dark Avatar,4X|Sci-Fi|Turn-Based|Strategy,PC,Feb 14 2007,Stardock,91
Black & White,Fantasy|Real-Time|Strategy|General,PC,Mar 26 2001,Lionhead Studios,90
Sid Meier's Civilization III,Historic|Turn-Based|Strategy|4X,PC,Oct 30 2001,Firaxis Games,90
Sid Meier's Civilization V,Historic|Turn-Based|Strategy|4X,PC,Sep 21 2010,Firaxis Games,90
Dota 2,MOBA|Real-Time|Fantasy|General|Strategy,PC,Jul  9 2013,Valve Software,90
Into the Breach,Tactics|Turn-Based|General|Strategy,PC|Switch,Feb 27 2018,Subset Games,90
Total War: Shogun 2,Historic|Turn-Based|General|Strategy,PC,Mar 15 2011,Creative Assembly,90
Empire: Total War,Historic|Real-Time|Strategy|General,PC,Mar  3 2009,Creative Assembly,90
Command & Conquer: Red Alert,Command|Sci-Fi|Real-Time|Strategy,PC|iPhone/iPad,Oct 31 1996,Westwood Studios,90
Age of Mythology,Fantasy|Real-Time|Strategy|General,PC,Nov  1 2002,Ensemble Studios,89
Sacrifice,Fantasy|Real-Time|Strategy|General,PC,Nov  5 2000,Shiny Entertainment,89
Homeworld: Cataclysm,Sci-Fi|Real-Time|Strategy|General,PC,Sep  7 2000,Barking Dog,89
Combat Mission: Barbarossa to Berlin,Wargame|Real-Time|Strategy|General,PC,Oct 29 2002,Big Time Software,89
World in Conflict,Real-Time|Strategy|General|Modern,PC,Sep 18 2007,Massive Entertainment,89
Star Control 3,General|Strategy,PC,Aug 31 1996,Legend Entertainment,89
Korsun Pocket,Wargame|Turn-Based|Strategy,PC,Jul 31 2003,Strategic Studies Group,89
XCOM: Enemy Unknown,Sci-Fi|Turn-Based|General|Strategy,PC|iPhone/iPad|PlayStation 3|PlayStation Vita|Xbox 360,Oct  8 2012,Firaxis Games,89
Rise of Nations,Historic|Real-Time|Strategy|General,PC,May 20 2003,Big Huge Games,89
Railroad Tycoon II,Tycoon|Management|Strategy|Business / Tycoon,PC,Nov  2 1998,PopTop Software,89
XCOM 2: War of the Chosen,Tactics|Turn-Based|Strategy,PC|PlayStation 4|Xbox One,Aug 29 2017,Firaxis Games,88
Medieval: Total War,Historic|Real-Time|Strategy|General,PC,Aug 19 2002,Creative Assembly,88
Crusader Kings II: The Old Gods,Historic|Real-Time|Strategy|General,PC,May 28 2013,Paradox Development Studio,88
Age of Empires II: The Conquerors Expansion,Historic|Command|Real-Time|Strategy,PC,Aug 24 2000,Ensemble Studios,88
Starcraft,Command|Sci-Fi|Real-Time|Strategy,PC,Mar 31 1998,Blizzard Entertainment,88
Warcraft III: The Frozen Throne,Fantasy|Real-Time|Strategy|General,PC,Jul  1 2003,Blizzard Entertainment,88
XCOM 2,Tactics|Turn-Based|General|Strategy,PC|PlayStation 4|Xbox One,Feb  5 2016,Firaxis Games,88
Myth II: Soulblighter,Fantasy|Real-Time|Strategy|General,PC,Nov 30 1998,Bungie Software| Bungie,88
Hearthstone: Heroes of Warcraft,Turn-Based|Miscellaneous|Strategy|Card Battle,PC|iPhone/iPad,Mar 11 2014,Blizzard Entertainment,88
Medieval II: Total War,Historic|Real-Time|Strategy|General,PC,Nov 13 2006,Creative Assembly,88
Sid Meier's Civilization VI,4X|Turn-Based|Strategy,PC|iPhone/iPad|Switch,Oct 20 2016,Firaxis Games,88
Starcraft II: Legacy of the Void,Command|Real-Time|General|Strategy|Sci-Fi,PC,Nov 10 2015,Blizzard Entertainment,88
Rise of Nations: Thrones & Patriots,Historic|Real-Time|Strategy|General,PC,Apr 27 2004,Big Huge Games,88
Sid Meier's Pirates!,General|Strategy,PC|iPhone/iPad,Nov 22 2004,Firaxis Games,88
Plants vs. Zombies,Real-Time|Defense|Fantasy|General|Strategy,PC|iPhone/iPad|PlayStation 3|PlayStation Vita|Xbox 360,May  5 2009,PopCap,87
Europa Universalis II,Historic|Real-Time|Strategy|General,PC,Nov 12 2001,Paradox Development Studio,87
Sins of a Solar Empire,Sci-Fi|Real-Time|Strategy|General,PC,Feb  4 2008,Ironclad Games,87
Orcs Must Die! Unchained,Real-Time|Defense|Action|General|Strategy,PC|PlayStation 4,Apr 19 2017,Robot Entertainment,87
Kohan: Immortal Sovereigns,General|Strategy,PC,Mar 14 2001,TimeGate Studios,87
Shogun: Total War Warlord Edition,Real-Time|Turn-Based|General|Strategy|Historic,PC,Aug 13 2001,Creative Assembly,87
Company of Heroes: Opposing Fronts,Military|Real-Time|Strategy|General,PC,Sep 24 2007,Relic,87
Europa Universalis IV,Historic|Real-Time|Strategy|General,PC,Aug 13 2013,Paradox Development Studio,87
Total War: WARHAMMER II,Tactics|Real-Time|Strategy,PC,Sep 28 2017,Creative Assembly,87
Zeus: Master of Olympus,Management|General|Strategy|Government,PC,Oct 22 2000,Impressions Games,87
Hex: Shards of Fate,Turn-Based|Miscellaneous|Strategy|Card Battle,PC,Jan 26 2016,Cryptozoic Entertainment| Hex Entertainment,87
Warhammer 40 000: Dawn of War - Dark Crusade,Sci-Fi|Real-Time|Strategy|General,PC,Oct  9 2006,Relic,87
RimWorld,Sci-Fi|Real-Time|Strategy|General,PC,Oct 17 2018,Ludeon Studios,86
Supreme Commander,Command|Real-Time|General|Strategy|Sci-Fi,PC|Xbox 360,Feb 20 2007,Gas Powered Games,86
Startopia,Management|General|Strategy|Government,PC,Jun 19 2001,Mucky Foot Productions,86
Total War: Shogun 2 - Fall of the Samurai,Historic|Turn-Based|General|Strategy,PC,Mar 22 2012,Creative Assembly,86
Ground Control,Sci-Fi|Real-Time|Strategy|General,PC|PlayStation 2,May 31 2000,Massive Entertainment,86
Total War: WARHAMMER,Turn-Based|General|Strategy,PC,May 24 2016,Creative Assembly,86
Total Annihilation,Sci-Fi|Real-Time|Strategy|General,PC,Sep 30 1997,Cavedog Entertainment,86
Sid Meier's Civilization IV: Beyond the Sword,Historic|Turn-Based|Strategy|4X,PC,Jul 23 2007,Firaxis Games,86
Starcraft II: Heart of the Swarm,Command|Sci-Fi|Real-Time|Strategy,PC,Mar 12 2013,Blizzard Entertainment,86
Galactic Civilizations II: Dread Lords,4X|Sci-Fi|Turn-Based|Strategy,PC,Feb 21 2006,Stardock,86
Age of Wonders II: The Wizard's Throne,Fantasy|Turn-Based|General|Strategy,PC,Jun 12 2002,Triumph Studios,86
Europa Universalis III: Heir to the Throne,Historic|Real-Time|Strategy|General,PC,Dec 15 2009,Paradox Development Studio,86
Warhammer 40 000: Dawn of War,Sci-Fi|Real-Time|Strategy|General,PC,Sep 20 2004,Relic,86
Europa Universalis,General|Strategy,PC,Feb  2 2001,Paradox Development Studio,86
Command & Conquer: Red Alert 2 - Yuri's Revenge,Command|Sci-Fi|Real-Time|Strategy,PC,Oct 10 2001,Westwood Studios,86
XCOM: Enemy Within,Tactics|Turn-Based|General|Strategy|Sci-Fi,PC,Nov 11 2013,Firaxis Games,86
Heroes of the Storm,MOBA|Real-Time|Action|General|Strategy,PC,Jun  2 2015,Blizzard Entertainment,86
